Identifiant station,Nom station,Station en fonctionnement,Capacité de la station,Nombre bornettes libres,Nombre total vélos disponibles,Vélos mécaniques disponibles,Vélos électriques disponibles,Borne de paiement disponible,Retour vélib possible,Actualisation de la donnée,Coordonnées géographiques,Nom communes équipées,ville,tmp,wnd_spd,wnd_gust,wnd_dir,pressure,humidity,condition,Correction
13025,Place de Rungis,OUI,32,1,31,16,15,OUI,OUI,2022-09-29 04:41:53,"48.82245594764965,2.347382729482953",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
13026,Place Jean Delay,OUI,35,11,24,17,7,OUI,OUI,2022-09-29 04:41:53,"48.823316,2.354336",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
9016,Choron - Martyrs,OUI,17,14,3,3,0,OUI,OUI,2022-09-29 04:41:53,"48.877851443502536,2.3396701365709305",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
11102,Alexandre Dumas - Voltaire,OUI,59,29,27,22,5,OUI,OUI,2022-09-29 04:41:52,"48.852888670365,2.3891476408096",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
4016,Lobau - Hôtel de Ville,OUI,60,50,10,10,0,OUI,OUI,2022-09-29 04:41:51,"48.8562118,2.3532536",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
13102,Pitié-Salpêtrière,OUI,51,42,7,7,0,OUI,OUI,2022-09-29 04:41:51,"48.83748810318667,2.365213818848133",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
17001,Guy Môquet - Saint-Ouen,OUI,53,21,31,16,15,OUI,OUI,2022-09-29 04:41:51,"48.892777719023975,2.3270335793495183",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
11001,Richard Lenoir - Place de la Bastille,OUI,53,52,1,1,0,NON,NON,2022-09-29 04:41:51,"48.8538327,2.3697222",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
10165,Gare de l'Est - Place du 11 Novembre 1918,OUI,40,38,1,1,0,OUI,OUI,2022-09-29 04:41:51,"48.876327,2.3585464",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
20136,Henri Chevreau - Couronnes,OUI,27,6,21,2,19,OUI,OUI,2022-09-29 04:41:51,"48.87033205312931,2.388777695596218",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
10018,Square Alban Satragne,OUI,30,18,10,8,2,OUI,OUI,2022-09-29 04:41:50,"48.875388227727,2.3559567333359",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
15036,Croix Nivert - Square Saint-Lambert,OUI,47,18,29,24,5,OUI,OUI,2022-09-29 04:41:50,"48.8430515215905,2.295200452208519",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
8103,Artois - Berri,OUI,23,21,2,1,1,OUI,OUI,2022-09-29 04:41:49,"48.87393521240818,2.3064258322119713",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
9118,Faubourg Poissonniere - Delta,OUI,36,23,12,3,9,OUI,OUI,2022-09-29 04:41:49,"48.882555807626765,2.3497482016682625",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
14108,Le Brix et Mesmin - Jourdan,OUI,21,12,9,3,6,OUI,OUI,2022-09-29 04:41:47,"48.82234096593411,2.327861653302471",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
4107,Beaumarchais - Pas de la Mule,OUI,18,9,3,3,0,OUI,OUI,2022-09-29 04:41:47,"48.855580507049055,2.368433367343057",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
14131,Jourdan - Monticelli,OUI,30,10,19,7,12,OUI,OUI,2022-09-29 04:41:47,"48.822032,2.329095",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
20019,Place du Maquis du Vercors,OUI,31,21,10,6,4,OUI,OUI,2022-09-29 04:41:46,"48.877321579493575,2.4083782732486725",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
8009,Gare Saint-Lazare - Isly,OUI,27,23,3,1,2,OUI,OUI,2022-09-29 04:41:46,"48.874777677621296,2.326515804784655",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
11007,Jean Macé - Faidherbe,OUI,63,21,39,35,4,OUI,OUI,2022-09-29 04:41:46,"48.85337548425958,2.3828620836138725",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
18107,Chartres - La Charbonnière,OUI,34,25,9,2,7,OUI,OUI,2022-09-29 04:41:45,"48.8847601,2.3534657",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
15131,Charles Lecocq - Lecourbe,OUI,30,3,27,20,7,OUI,OUI,2022-09-29 04:41:45,"48.84044,2.294867",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
11009,Boulets - Voltaire,OUI,24,15,7,5,2,OUI,OUI,2022-09-29 04:41:44,"48.85218705621,2.3890301585197",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
7002,Vaneau - Sèvres,OUI,35,10,22,21,1,OUI,OUI,2022-09-29 04:41:44,"48.84856323305935,2.3204218259345537",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
2111,Chabanais - Petits Champs,OUI,30,25,3,2,1,OUI,OUI,2022-09-29 04:41:44,"48.86703740186721,2.336716018617153",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
18141,Clignancourt - Sofia,OUI,19,2,15,6,9,OUI,OUI,2022-09-29 04:41:43,"48.88511992309783,2.34719488842051",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
14010,Jean Moulin - Place Victor et Hélène Basch,OUI,41,30,11,5,6,OUI,OUI,2022-09-29 04:41:43,"48.82764910241,2.3261967301369",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
15110,Place Robert Guillemard,OUI,24,11,10,10,0,OUI,OUI,2022-09-29 04:41:43,"48.836191728066666,2.2811267160086417",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
9102,Londres - Place d'Estienne d'Orves,OUI,25,21,2,1,1,OUI,OUI,2022-09-29 04:41:42,"48.876693805756986,2.3305362090468407",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
16007,Longchamp - Place d'Iéna,OUI,40,37,3,2,1,OUI,OUI,2022-09-29 04:41:42,"48.86491723343388,2.2926748171448708",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
19009,Cité des Sciences et de l'Industrie,OUI,30,15,13,8,5,OUI,OUI,2022-09-29 04:41:42,"48.89659571178903,2.384599149227142",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
20131,Repos - Cimetière du Père Lachaise,OUI,33,19,11,10,1,OUI,OUI,2022-09-29 04:41:41,"48.859358523593,2.3896131366845",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
14104,Boyer-Barret - Raymond Losserand,OUI,23,3,20,12,8,OUI,OUI,2022-09-29 04:41:40,"48.83329880233322,2.3173383995890617",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
7016,Surcouf - Université,OUI,58,43,13,13,0,OUI,OUI,2022-09-29 04:41:40,"48.861273016278126,2.309453550914185",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
11035,Parmentier - Abel Rabaud,OUI,52,29,23,22,1,OUI,OUI,2022-09-29 04:41:40,"48.86921273836114,2.371688821240712",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
12109,Mairie du 12ème,OUI,30,1,29,26,3,OUI,OUI,2022-09-29 04:41:40,"48.840855311763,2.3875549435616",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
18035,René Binet - Porte de Montmartre,OUI,37,28,8,6,2,OUI,OUI,2022-09-29 04:41:39,"48.89905109950848,2.3365534096956253",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
19013,Laumière - Petit,OUI,34,1,31,19,12,OUI,OUI,2022-09-29 04:41:39,"48.88467368538326,2.380039058625698",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
10014,Marseille - Beaurepaire,OUI,55,25,27,25,2,OUI,OUI,2022-09-29 04:41:39,"48.871624306962985,2.3639265082738348",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
15103,Cauchy - Cévennes,OUI,51,5,46,36,10,OUI,OUI,2022-09-29 04:41:38,"48.8433725710224,2.275132834911347",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
17038,Grande Armée - Brunel,OUI,62,34,16,6,10,OUI,OUI,2022-09-29 04:41:37,"48.876116,2.288124",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
20017,Saint-Blaise - Mouraud,OUI,27,6,20,5,15,OUI,OUI,2022-09-29 04:41:37,"48.85696177597818,2.40869477391243",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
15030,Emeriau - Beaugrenelle,OUI,74,10,61,60,1,OUI,OUI,2022-09-29 04:41:37,"48.84791249714942,2.2843059897422795",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
11046,Place de la République - Voltaire,OUI,19,13,6,2,4,OUI,OUI,2022-09-29 04:41:37,"48.866830968942,2.3654810339212",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
12101,Charenton - Prague,OUI,26,19,5,4,1,OUI,OUI,2022-09-29 04:41:37,"48.848175129981,2.3763584494312",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
18019,Square Raymond Souplex,OUI,52,27,21,7,14,OUI,OUI,2022-09-29 04:41:37,"48.89183721478911,2.335426103165901",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
11020,Belfort - Voltaire,OUI,39,13,24,19,5,OUI,OUI,2022-09-29 04:41:37,"48.8563358,2.3829901",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
20105,Benoît Frachon - République,OUI,30,24,3,2,1,OUI,OUI,2022-09-29 04:41:37,"48.85230729014318,2.415605485439301",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
19023,Manin - Simon Bolivar,OUI,26,10,14,0,14,OUI,OUI,2022-09-29 04:41:36,"48.87649965412676,2.379407362599104",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
5026,Pascal - Claude Bernard,OUI,49,26,23,16,7,OUI,OUI,2022-09-29 04:41:36,"48.839061952159746,2.3499782010912895",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
6029,Vaugirard - Monsieur le Prince,OUI,26,24,0,0,0,OUI,OUI,2022-09-29 04:41:36,"48.848951441614176,2.3411329463124275",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
7011,Las Cases - Bourgogne,OUI,22,21,0,0,0,OUI,OUI,2022-09-29 04:41:35,"48.85909110474066,2.3185685276985173",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
18034,Leibniz - Jean Dollfus,OUI,32,19,11,8,3,OUI,OUI,2022-09-29 04:41:35,"48.896328348515986,2.333390423834684",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
17040,Pereire - Ternes,OUI,48,42,4,4,0,OUI,OUI,2022-09-29 04:41:35,"48.87973954830735,2.288012132048607",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
16124,Route de Sèvres - Porte de Bagatelle,OUI,66,1,62,57,5,OUI,OUI,2022-09-29 04:41:34,"48.87525984132485,2.249415814876557",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
13001,Port-Royal - Hôpital du Val-de-Grâce,OUI,18,16,2,2,0,OUI,OUI,2022-09-29 04:41:34,"48.8376682728114,2.344813834660711",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
15067,Desaix - Edgar Faure,OUI,12,2,9,5,4,OUI,OUI,2022-09-29 04:41:34,"48.852804604940296,2.293077029857222",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
16030,Place de Barcelone - Mirabeau,OUI,55,5,41,39,2,OUI,OUI,2022-09-29 04:41:34,"48.847623027364,2.2735664248466",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
14036,Boulard - Daguerre,OUI,45,39,5,3,2,OUI,OUI,2022-09-29 04:41:34,"48.83446472680611,2.3293386027216907",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
20047,Cours de Vincennes - Davout,OUI,48,35,12,8,4,OUI,OUI,2022-09-29 04:41:33,"48.847238029966,2.4107042336225",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
16026,Ranelagh - Mozart,OUI,23,1,22,8,14,OUI,OUI,2022-09-29 04:41:33,"48.8554439,2.2704418",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
16118,Michel-Ange - Parent de Rosan,OUI,26,22,4,3,1,OUI,OUI,2022-09-29 04:41:33,"48.840579923690115,2.2584119439125065",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
5007,Ecoles - Carmes,OUI,36,36,0,0,0,OUI,OUI,2022-09-29 04:41:33,"48.848904447989405,2.3473486304283147",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
13043,Dunois - Clisson,OUI,51,34,15,11,4,OUI,OUI,2022-09-29 04:41:32,"48.832294,2.3674523",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
20201,Eugène Reisz - Davout,OUI,20,6,14,7,7,OUI,OUI,2022-09-29 04:41:31,"48.85631874632638,2.410396970808506",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
19003,Quai de la Seine,OUI,24,18,3,1,2,OUI,OUI,2022-09-29 04:41:31,"48.884492238407525,2.3703941702842717",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
20002,Square de la rue Pixérécourt,OUI,15,4,11,1,10,OUI,OUI,2022-09-29 04:41:31,"48.8736824,2.3960278",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
12030,Charenton - Wattignies,OUI,33,2,31,28,3,OUI,OUI,2022-09-29 04:41:31,"48.83667579640627,2.391795855555629",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
18137,Poissonniers - Nord,OUI,28,10,16,12,4,OUI,OUI,2022-09-29 04:41:30,"48.892511213520656,2.3522228747606277",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
14008,Mouton Duvernet - Général Leclerc,OUI,39,33,4,3,1,OUI,OUI,2022-09-29 04:41:30,"48.831632518292565,2.3293121159076686",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
15010,Square Cambronne,OUI,59,26,33,25,8,OUI,OUI,2022-09-29 04:41:30,"48.847566545259745,2.3025691509246826",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
18012,Stephenson - Doudeauville,OUI,36,1,34,15,19,OUI,OUI,2022-09-29 04:41:30,"48.888537048944826,2.3561610281467438",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
11114,Ledru-Rollin - Charonne,OUI,32,14,14,13,1,OUI,OUI,2022-09-29 04:41:29,"48.85345855607243,2.3772463581947094",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
16122,Route de la Muette - Porte de Neuilly,OUI,50,12,37,35,2,OUI,OUI,2022-09-29 04:41:29,"48.8798926,2.2587671",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
11109,Pierre Levée - Fontaine Timbaud,OUI,23,1,19,16,3,OUI,OUI,2022-09-29 04:41:29,"48.86632723374305,2.3711163550615306",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
11021,Charonne - Pierre Bayle,OUI,23,16,7,2,5,OUI,OUI,2022-09-29 04:41:29,"48.858445054261914,2.39039812238911",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
10012,Vinaigriers - Magenta,OUI,25,14,10,10,0,OUI,OUI,2022-09-29 04:41:29,"48.8731167,2.3593052",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
11019,Charonne - Philippe-Auguste,OUI,32,3,27,21,6,OUI,OUI,2022-09-29 04:41:28,"48.855603162026,2.39054639062",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
19019,Petit - Manin,OUI,22,11,11,4,7,OUI,OUI,2022-09-29 04:41:27,"48.88650687534334,2.3938155401308374",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
18007,Goutte d'or - Barbès,OUI,20,0,17,10,7,OUI,OUI,2022-09-29 04:41:27,"48.88512432362698,2.349696233868599",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
17027,Place du Maréchal Juin - Péreire,OUI,46,30,14,1,13,OUI,OUI,2022-09-29 04:41:26,"48.885263,2.298286",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
10017,Gare de l'Est - Fidélité,OUI,15,8,5,4,1,OUI,OUI,2022-09-29 04:41:26,"48.874575,2.356796",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
20036,Ménilmontant - Pelleport,OUI,19,7,12,0,12,OUI,OUI,2022-09-29 04:41:25,"48.87068263384462,2.398959602331646",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
19025,Botzaris - Crimée,OUI,21,2,18,0,18,OUI,OUI,2022-09-29 04:41:25,"48.87959698690176,2.3887913337477067",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
18005,Tardieu - Chappe,OUI,18,13,5,4,1,OUI,OUI,2022-09-29 04:41:25,"48.884146759782,2.341845408082",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
18109,Pajol - Riquet,OUI,47,0,46,15,31,OUI,OUI,2022-09-29 04:41:25,"48.88960028134536,2.3628534749150276",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
15028,Grenelle - Dr Finlay,OUI,71,15,54,53,1,OUI,OUI,2022-09-29 04:41:24,"48.851315406715976,2.2919502854347233",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
15026,Bir Hakeim,OUI,33,22,9,9,0,OUI,OUI,2022-09-29 04:41:24,"48.853844054333514,2.289705348222022",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
11010,Boulets - Faubourg Saint-Antoine,OUI,43,33,8,7,1,OUI,OUI,2022-09-29 04:41:24,"48.849259262115,2.3917546141943",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
6006,Notre-Dame-des-Champs - Stanislas,OUI,19,18,1,0,1,OUI,OUI,2022-09-29 04:41:24,"48.84479928858768,2.329337755887181",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
10010,Place Jacques Bonsergent,OUI,33,24,7,7,0,OUI,OUI,2022-09-29 04:41:23,"48.870948218595146,2.3612049221992497",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
13128,Quai de la Gare - Pont de Bercy,OUI,30,27,1,0,1,OUI,OUI,2022-09-29 04:41:23,"48.83730787972,2.3740861260598",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
10004,Metz - Faubourg Saint-Denis,OUI,48,44,1,1,0,OUI,OUI,2022-09-29 04:41:23,"48.870893,2.353521",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
14031,Didot - Place de Moro-Giafferi,OUI,22,8,14,10,4,OUI,OUI,2022-09-29 04:41:23,"48.8337,2.3215",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
14032,Mairie du 14ème,OUI,32,17,15,10,5,OUI,OUI,2022-09-29 04:41:23,"48.83254578123,2.3254923149943",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
15021,Joseph Liouville - Croix Nivert,OUI,64,10,53,45,8,OUI,OUI,2022-09-29 04:41:23,"48.844835471244416,2.297508493065834",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
9101,Cadet - La Fayette,OUI,19,13,0,0,0,NON,NON,2022-09-29 04:41:22,"48.875601632672,2.3435704037547",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
9010,Rochechouart lamartine,OUI,24,1,22,21,1,OUI,OUI,2022-09-29 04:41:22,"48.876719895109,2.344393021853951",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
9009,Square Montholon,OUI,21,9,9,8,1,OUI,OUI,2022-09-29 04:41:22,"48.876620377545024,2.3457641154527664",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
11030,Oberkampf - République,OUI,24,16,7,5,2,OUI,OUI,2022-09-29 04:41:21,"48.865316087070475,2.3761147849099955",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
13019,Fernand Braudel - Vincent Auriol,OUI,36,34,1,0,1,OUI,OUI,2022-09-29 04:41:21,"48.83637852318147,2.3723404482007027",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
15011,Cambronne - Villa Croix Nivert,OUI,62,30,31,25,6,OUI,OUI,2022-09-29 04:41:21,"48.845847561366,2.3017574474216",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
15133,Saint Lambert - Blomet,OUI,27,1,25,23,2,OUI,OUI,2022-09-29 04:41:20,"48.83659148147257,2.2930556908249855",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
9113,Bleue - Trévise,OUI,30,20,5,5,0,OUI,OUI,2022-09-29 04:41:20,"48.87578906564573,2.347289621829987",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
14001,Edgar Quinet - Gaité,OUI,27,24,1,1,0,OUI,OUI,2022-09-29 04:41:20,"48.84116092896631,2.32459545135498",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
16039,Exelmans - Versailles,OUI,49,22,26,23,3,OUI,OUI,2022-09-29 04:41:19,"48.84097491091973,2.264390252530575",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
17105,Place Madeleine Daniélou,OUI,42,39,3,1,2,OUI,OUI,2022-09-29 04:41:19,"48.883498,2.282015",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
13044,Place Jeanne d'Arc,OUI,36,20,15,10,5,OUI,OUI,2022-09-29 04:41:19,"48.829575,2.369126",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
10005,Petites Ecuries - Faubourg Poissonnière,OUI,17,11,5,3,2,OUI,OUI,2022-09-29 04:41:19,"48.87397217237368,2.348388757504776",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
14138,Porte de Vanves,OUI,32,31,1,0,1,OUI,OUI,2022-09-29 04:41:18,"48.828012849445,2.3056878894567",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
17104,Jardin Marguerite Long,OUI,22,18,4,3,1,OUI,OUI,2022-09-29 04:41:18,"48.8816985773914,2.2836575657129288",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
4011,Hôtel de Ville - Pont-Marie,OUI,36,27,7,7,0,OUI,OUI,2022-09-29 04:41:18,"48.85389964552738,2.356947250664234",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
10114,Granges aux Belles - Hôpital Saint-Louis,OUI,60,31,27,25,2,OUI,OUI,2022-09-29 04:41:17,"48.874794994841274,2.366669436984963",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
18025,Mairie du 18ème,OUI,40,18,16,9,7,OUI,OUI,2022-09-29 04:41:17,"48.892939296937605,2.3445510864257812",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
11107,Faidherbe - Dahomey,OUI,44,30,13,10,3,OUI,OUI,2022-09-29 04:41:17,"48.851358329771806,2.383823134795429",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
17122,Bridaine - Lamandé,OUI,29,13,16,7,9,OUI,OUI,2022-09-29 04:41:16,"48.8862074,2.3206239",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
5020,Institut du Monde Arabe - Saint-Germain,OUI,40,40,0,0,0,NON,NON,2022-09-29 04:41:16,"48.849063299501,2.3558086529374",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
19036,Hôpital Robert Debré,OUI,33,19,13,3,10,OUI,OUI,2022-09-29 04:41:16,"48.88005222200894,2.4008650346327003",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
15055,Vasco de Gama,OUI,54,26,28,24,4,OUI,OUI,2022-09-29 04:41:16,"48.83671783466264,2.283664085650799",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
8008,Joseph Sansboeuf - Saint Lazare,OUI,18,15,2,2,0,OUI,OUI,2022-09-29 04:41:15,"48.87531563065266,2.3229019716382027",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
14014,Jourdan - Stade Charléty,OUI,60,48,10,7,3,OUI,OUI,2022-09-29 04:41:15,"48.819428333369,2.3433353751898",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
9021,Saint Georges - d'Aumale,OUI,23,19,2,1,1,OUI,OUI,2022-09-29 04:41:15,"48.87778639599673,2.337429821491241",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
17009,Paul Bodin - Clichy,OUI,34,26,7,4,3,OUI,OUI,2022-09-29 04:41:14,"48.89239614618928,2.317142598330975",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
18033,Belliard - Damrémont,OUI,34,16,16,10,6,OUI,OUI,2022-09-29 04:41:13,"48.89669238777841,2.338023450388167",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
9014,Faubourg Montmartre - La Fayette,OUI,35,33,1,0,1,OUI,OUI,2022-09-29 04:41:13,"48.87525454905335,2.340853661298752",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
14136,Auguste Cain - Jean Moulin,OUI,40,29,11,5,6,OUI,OUI,2022-09-29 04:41:13,"48.82577028927573,2.3210415244102482",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
14030,Pernety - Raymond Losserand,OUI,32,25,7,6,1,OUI,OUI,2022-09-29 04:41:12,"48.83425462795304,2.317609339386963",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
6014,Pont de Lodi - Dauphine,OUI,23,20,0,0,0,OUI,OUI,2022-09-29 04:41:10,"48.855296898603285,2.339947307565249",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
15031,Théâtre - Lourmel,OUI,53,23,29,23,6,OUI,OUI,2022-09-29 04:41:10,"48.8482070397636,2.2898658737540245",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
15029,Emeriau - Place de Brazzaville,OUI,51,21,29,24,5,OUI,OUI,2022-09-29 04:41:10,"48.850785261674964,2.2871585190296173",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
12010,Daumesnil - Picpus,OUI,21,1,20,11,9,OUI,OUI,2022-09-29 04:41:10,"48.8374688,2.401765",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
11113,Richard Lenoir - Republique,OUI,58,39,17,16,1,OUI,OUI,2022-09-29 04:41:09,"48.8667175,2.3692541",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
20118,Orteaux - Mouraud,OUI,24,16,8,5,3,OUI,OUI,2022-09-29 04:41:09,"48.85558642847872,2.408762907764669",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
5115,Buffon - Jardin des Plantes,OUI,30,12,17,16,1,OUI,OUI,2022-09-29 04:41:09,"48.842668466104875,2.3618587106466293",Paris,Paris,10,6,0,O,995.7,78,Nuit nuageuse,Non
